image	descriptor
7270.jpg	"[{""label"": ""two women s fluid movements"", ""rect_box"": [49.97, 78.27, 184.78, 288.42], ""polygon"": [[111, 80], [52, 123], [77, 230], [68, 283], [139, 284], [127, 243], [136, 230], [158, 284], [172, 285], [145, 204], [117, 176], [138, 160], [139, 128], [89, 120], [93, 168], [72, 147], [69, 128], [122, 95]]}, {""label"": ""two women fluid movements"", ""rect_box"": [203.98, 90.32, 319.08, 287.87], ""polygon"": [[302, 95], [251, 96], [223, 108], [215, 184], [230, 238], [207, 284], [287, 284], [284, 249], [301, 257], [310, 241], [283, 235], [284, 208], [260, 179], [280, 161], [278, 136], [256, 117], [312, 107]]}, {""label"": ""traditional indian saris red - hued saris the women traditional attire"", ""rect_box"": [204.28, 150.03, 293.6, 288.16], ""polygon"": [[216, 154], [217, 198], [226, 223], [248, 218], [222, 244], [207, 284], [287, 284], [284, 207], [235, 163], [233, 154]]}, {""label"": ""traditional indian saris red - hued saris the women attire"", ""rect_box"": [58.3, 151.31, 152.3, 288.26], ""polygon"": [[74, 154], [61, 168], [70, 204], [80, 213], [68, 284], [109, 284], [130, 226], [148, 212], [134, 186], [120, 180], [109, 190], [95, 167], [87, 168]]}, {""label"": ""upas - styled hair"", ""rect_box"": [234.51, 116.07, 281.56, 166.67], ""polygon"": [[269, 122], [261, 118], [248, 116], [235, 122], [234, 150], [238, 163], [246, 160], [246, 149], [249, 146], [258, 148], [261, 142], [277, 133]]}, {""label"": ""upas - styled hair"", ""rect_box"": [321.34, 148.1, 364.76, 185.29], ""polygon"": [[326, 154], [323, 159], [332, 169], [337, 167], [341, 170], [342, 180], [345, 178], [348, 172], [354, 171], [356, 163], [361, 162], [360, 157], [347, 150], [343, 152]]}, {""label"": ""the room the setting"", ""rect_box"": [0.13, 75.28, 450.13, 289.54], ""polygon"": [[61, 282], [62, 282]]}, {""label"": ""two women other dancers"", ""rect_box"": [306.84, 148.28, 368.34, 288.31], ""polygon"": [[359, 159]]}, {""label"": ""an audience other dancers"", ""rect_box"": [383.27, 148.39, 422.79, 288.01], ""polygon"": [[416, 150], [401, 151], [394, 166], [399, 178], [391, 201], [386, 284], [411, 285], [415, 280], [418, 189], [412, 168], [419, 156]]}, {""label"": ""the light"", ""rect_box"": [11.25, 95.67, 35.25, 118.19], ""polygon"": [[30, 101], [26, 98], [23, 98], [21, 99], [20, 101], [14, 107], [14, 111], [18, 113], [26, 113], [29, 110], [31, 106], [31, 103]]}, {""label"": ""gold jewelry"", ""rect_box"": [91.41, 163.74, 124.52, 196.41], ""polygon"": [[97, 163], [95, 166], [96, 171], [108, 189], [111, 191], [118, 187], [120, 183], [119, 178], [117, 176], [112, 176], [106, 173]]}, {""label"": ""the light"", ""rect_box"": [422.26, 95.21, 444.01, 121.08], ""polygon"": [[427, 96], [426, 97], [426, 101], [425, 102], [425, 107], [426, 108], [426, 113], [428, 116], [436, 116], [440, 113], [440, 109], [437, 102], [432, 97]]}, {""label"": ""an audience"", ""rect_box"": [17.18, 127.89, 66.99, 286.9], ""polygon"": [[44, 131], [31, 139], [36, 166], [25, 190], [28, 284], [56, 284], [61, 232], [53, 182], [58, 163], [52, 136]]}, {""label"": ""the room"", ""rect_box"": [0.0, 2.61, 450.0, 358.0], ""polygon"": [[0, 288], [2, 358], [449, 358], [449, 288]]}, {""label"": ""two women an audience other dancers"", ""rect_box"": [412.41, 136.41, 450.05, 287.88], ""polygon"": [[431, 139], [420, 158], [431, 183], [419, 209], [419, 277], [422, 284], [442, 285], [449, 284], [449, 146]]}, {""label"": ""upas - styled hair"", ""rect_box"": [84.01, 113.76, 143.36, 160.99], ""polygon"": [[85, 132], [87, 136], [99, 142], [99, 156], [101, 157], [106, 155], [109, 143], [113, 138], [121, 143], [132, 134], [139, 134], [140, 130], [136, 125], [121, 117], [107, 119], [103, 116], [95, 116], [86, 123]]}, {""label"": ""an audience"", ""rect_box"": [152.8, 167.89, 191.93, 280.41], ""polygon"": [[169, 170], [162, 176], [160, 204], [163, 214], [158, 234], [170, 279], [180, 281], [189, 218], [183, 189]]}, {""label"": ""gold jewelry"", ""rect_box"": [90.97, 163.73, 125.03, 225.88], ""polygon"": [[97, 163], [95, 166], [96, 172], [110, 191], [112, 191], [117, 188], [120, 184], [119, 178], [117, 176], [112, 176], [106, 173]]}, {""label"": ""the women s traditional attire"", ""rect_box"": [203.96, 90.14, 318.8, 287.92], ""polygon"": [[302, 95], [251, 96], [223, 108], [215, 184], [230, 238], [207, 284], [287, 284], [284, 249], [301, 257], [310, 241], [283, 235], [284, 208], [260, 179], [280, 161], [278, 136], [256, 117], [312, 107]]}, {""label"": ""upas - styled hair"", ""rect_box"": [84.17, 113.7, 143.22, 148.49], ""polygon"": [[85, 132], [90, 138], [98, 140], [104, 131], [109, 131], [118, 143], [121, 143], [130, 135], [139, 134], [140, 129], [121, 117], [107, 119], [103, 116], [94, 116], [87, 121]]}, {""label"": ""other dancers"", ""rect_box"": [307.44, 148.14, 368.36, 288.35], ""polygon"": [[359, 159]]}, {""label"": ""an audience"", ""rect_box"": [0.07, 120.85, 450.06, 288.24], ""polygon"": [[426, 282], [426, 283], [427, 283], [427, 282]]}]"
7386.jpg	"[{""label"": ""- a man"", ""rect_box"": [79.48, 81.9, 288.51, 288.03], ""polygon"": [[274, 257], [269, 252], [262, 251], [249, 259], [242, 260], [238, 264], [237, 276], [232, 279], [229, 278], [228, 282], [260, 284], [266, 270], [270, 274], [273, 274]]}, {""label"": ""traditional white attire"", ""rect_box"": [79.57, 107.48, 273.36, 287.98], ""polygon"": [[222, 116], [187, 111], [150, 150], [100, 221], [84, 284], [180, 284], [196, 273], [208, 242], [220, 246], [222, 265], [256, 247], [247, 156], [228, 148]]}, {""label"": ""a bow"", ""rect_box"": [183.36, 242.75, 300.08, 288.0], ""polygon"": [[235, 265], [232, 263], [225, 264], [222, 270], [217, 274], [197, 278], [182, 285], [203, 282], [220, 275], [234, 275]]}, {""label"": ""ornate columns"", ""rect_box"": [336.19, 73.18, 389.59, 287.68], ""polygon"": [[340, 74], [340, 274], [346, 284], [379, 284], [385, 264], [366, 78]]}, {""label"": ""ornate columns"", ""rect_box"": [50.12, 73.21, 102.18, 287.46], ""polygon"": [[95, 74], [71, 75], [52, 265], [56, 284], [79, 284], [94, 232]]}]"
7595.jpg	"[{""label"": ""- a woman"", ""rect_box"": [99.9, 90.68, 286.81, 288.01], ""polygon"": [[239, 97], [192, 98], [165, 119], [160, 203], [126, 239], [104, 285], [281, 284], [268, 234], [224, 206], [245, 154]]}, {""label"": ""a green shirt"", ""rect_box"": [282.58, 198.22, 448.69, 288.37], ""polygon"": [[295, 283], [296, 283]]}, {""label"": ""a red saree"", ""rect_box"": [100.45, 203.94, 286.97, 288.1], ""polygon"": [[103, 281], [279, 285], [283, 276], [269, 235], [233, 213], [219, 216], [171, 264], [168, 277], [159, 274], [167, 232], [159, 204], [126, 239]]}, {""label"": ""a man"", ""rect_box"": [256.72, 78.03, 449.3, 288.32], ""polygon"": [[277, 96], [259, 129], [261, 189], [318, 228], [285, 284], [444, 284], [424, 237], [369, 183], [367, 136], [347, 89], [320, 80]]}, {""label"": ""a red wall"", ""rect_box"": [88.68, 72.89, 447.02, 243.11], ""polygon"": [[96, 78], [94, 234], [157, 201], [174, 106], [227, 89], [248, 111], [231, 208], [308, 236], [259, 191], [257, 127], [327, 76], [356, 98], [372, 180], [449, 244], [449, 76]]}]"
761.jpg	"[{""label"": ""- two women"", ""rect_box"": [183.79, 90.65, 333.35, 288.17], ""polygon"": [[215, 99], [206, 117], [220, 186], [187, 205], [213, 238], [226, 284], [328, 284], [301, 209], [257, 181], [270, 127], [266, 98], [251, 91]]}, {""label"": ""- two women"", ""rect_box"": [36.77, 92.4, 228.25, 288.13], ""polygon"": [[169, 102], [139, 94], [111, 114], [84, 196], [39, 284], [223, 284], [211, 238], [175, 191], [181, 125]]}]"
7835.jpg	"[{""label"": ""a large crowd"", ""rect_box"": [0.42, 204.96, 300.91, 287.92], ""polygon"": [[297, 262]]}, {""label"": ""a large crowd"", ""rect_box"": [128.79, 205.31, 296.72, 287.51], ""polygon"": [[132, 279], [134, 284], [266, 284], [266, 261], [284, 252], [282, 212], [191, 208], [180, 220], [181, 232], [145, 257]]}]"
8011.jpg	"[{""label"": ""- a man armor a guard"", ""rect_box"": [88.33, 74.13, 365.99, 288.85], ""polygon"": [[216, 275], [215, 276], [216, 277]]}, {""label"": ""armor a guard"", ""rect_box"": [87.82, 74.2, 366.15, 288.71], ""polygon"": [[217, 275], [216, 275], [215, 276], [216, 277], [216, 276]]}, {""label"": ""a lit sword"", ""rect_box"": [84.28, 224.99, 310.64, 266.01], ""polygon"": [[147, 250], [147, 253], [206, 261], [266, 254]]}]"
8142.jpg	"[{""label"": ""turbans"", ""rect_box"": [238.18, 122.58, 274.79, 154.83], ""polygon"": [[270, 130], [262, 124], [257, 124], [248, 128], [241, 140], [240, 148], [262, 148], [268, 150], [269, 143], [265, 132]]}, {""label"": ""a diverse group of people traditional indian attire"", ""rect_box"": [29.66, 186.24, 118.35, 288.11], ""polygon"": [[67, 188], [64, 192], [72, 200], [72, 224], [57, 237], [32, 285], [74, 283], [84, 259], [91, 254], [101, 259], [109, 247], [110, 239], [93, 233], [89, 204]]}, {""label"": ""turbans"", ""rect_box"": [59.46, 185.76, 96.99, 225.24], ""polygon"": [[62, 189], [62, 191], [67, 193], [72, 200], [68, 210], [69, 216], [72, 221], [80, 220], [92, 213], [90, 205], [80, 194], [69, 188]]}, {""label"": ""a diverse group of people traditional indian attire robes"", ""rect_box"": [261.07, 72.0, 449.83, 287.86], ""polygon"": [[438, 254]]}, {""label"": ""a diverse group of people"", ""rect_box"": [237.11, 122.87, 283.74, 229.19], ""polygon"": [[257, 124], [248, 128], [241, 140], [244, 162], [239, 173], [252, 171], [258, 179], [258, 199], [252, 199], [250, 190], [246, 205], [260, 210], [265, 226], [278, 158], [269, 153], [265, 135], [269, 129]]}, {""label"": ""traditional indian attire robes"", ""rect_box"": [260.99, 72.25, 449.99, 287.61], ""polygon"": [[438, 254]]}, {""label"": ""traditional indian attire robes"", ""rect_box"": [29.64, 186.28, 118.13, 287.89], ""polygon"": [[67, 188], [64, 192], [72, 200], [72, 224], [57, 237], [32, 285], [74, 283], [84, 259], [91, 254], [101, 259], [109, 247], [110, 239], [93, 233], [89, 204]]}, {""label"": ""a diverse group of people"", ""rect_box"": [84.33, 234.64, 239.28, 288.56], ""polygon"": [[192, 261], [191, 262], [192, 263], [193, 263], [194, 262], [193, 262]]}, {""label"": ""a diverse group of people"", ""rect_box"": [112.23, 162.26, 183.43, 281.0], ""polygon"": [[153, 255], [155, 257], [155, 259], [157, 259], [155, 257], [155, 256], [154, 255]]}, {""label"": ""traditional indian attire"", ""rect_box"": [237.12, 122.89, 283.47, 228.56], ""polygon"": [[257, 124], [248, 128], [241, 140], [244, 162], [239, 173], [252, 171], [258, 179], [258, 199], [252, 199], [250, 190], [246, 205], [260, 210], [265, 226], [278, 158], [269, 153], [265, 135], [269, 129]]}, {""label"": ""traditional indian attire robes"", ""rect_box"": [113.15, 163.29, 255.03, 280.72], ""polygon"": [[161, 269]]}]"
8361.jpg	"[{""label"": ""- a woman"", ""rect_box"": [7.47, 72.7, 258.75, 289.31], ""polygon"": [[3, 278], [2, 277], [1, 278], [0, 278], [0, 279], [2, 279]]}, {""label"": ""a black top black skirt"", ""rect_box"": [7.7, 228.42, 208.75, 289.57], ""polygon"": [[201, 256], [188, 247], [186, 277], [169, 282], [147, 274], [114, 236], [58, 237], [21, 263], [10, 284], [118, 285], [124, 271], [151, 285], [202, 284]]}, {""label"": ""long hair"", ""rect_box"": [54.7, 72.6, 253.59, 285.62], ""polygon"": [[69, 282], [73, 282]]}, {""label"": ""long hair"", ""rect_box"": [55.31, 72.81, 253.05, 255.16], ""polygon"": [[125, 151], [125, 159], [128, 159], [128, 158], [126, 157], [126, 155], [130, 152], [131, 152], [133, 154], [133, 159], [134, 159], [134, 155], [133, 154], [134, 151], [132, 152]]}]"
8636.jpg	"[{""label"": ""a woman"", ""rect_box"": [271.68, 163.42, 303.52, 261.52], ""polygon"": [[282, 165], [274, 206], [277, 214], [278, 258], [299, 258], [291, 204], [295, 197], [294, 188], [287, 180], [289, 167]]}, {""label"": ""the scene"", ""rect_box"": [-0.03, 2.11, 449.95, 357.52], ""polygon"": [[0, 286], [1, 358], [449, 358], [449, 286]]}, {""label"": ""the woman"", ""rect_box"": [270.37, 162.89, 303.85, 261.79], ""polygon"": [[282, 165], [273, 209], [277, 214], [278, 258], [299, 258], [291, 204], [295, 197], [294, 188], [287, 180], [289, 167]]}, {""label"": ""her long dress"", ""rect_box"": [272.86, 178.98, 299.62, 258.2], ""polygon"": [[279, 179], [276, 184], [277, 196], [274, 206], [277, 214], [278, 257], [297, 251], [296, 221], [291, 204], [294, 199], [294, 189], [290, 181]]}, {""label"": ""the vast body of body"", ""rect_box"": [225.51, 192.49, 449.96, 206.38], ""polygon"": [[231, 200], [245, 202], [246, 201], [251, 202], [253, 201], [273, 202], [274, 199]]}, {""label"": ""water water"", ""rect_box"": [226.03, 192.81, 449.86, 206.19], ""polygon"": [[231, 200], [245, 202], [246, 201], [251, 202], [253, 201], [273, 202], [274, 199]]}, {""label"": ""the sky"", ""rect_box"": [-0.02, 72.84, 449.98, 194.48], ""polygon"": [[0, 75], [0, 154], [62, 138], [272, 193], [285, 162], [298, 193], [449, 143], [449, 75]]}, {""label"": ""flag"", ""rect_box"": [25.51, 114.2, 52.7, 135.39], ""polygon"": [[49, 131], [49, 117], [48, 116], [43, 116], [36, 119], [32, 119], [29, 120], [27, 122], [27, 124], [30, 126], [38, 128], [45, 132], [48, 132]]}, {""label"": ""a beach the setting"", ""rect_box"": [0.02, 185.68, 450.02, 286.54], ""polygon"": [[0, 188], [0, 284], [449, 284], [449, 205], [295, 203], [304, 258], [277, 261], [271, 203]]}, {""label"": ""structure"", ""rect_box"": [0.51, 136.58, 109.76, 192.47], ""polygon"": [[5, 165], [5, 180], [40, 180], [83, 189], [108, 189], [111, 185], [106, 173], [78, 146], [62, 141], [33, 141]]}, {""label"": ""the setting"", ""rect_box"": [0.05, 136.93, 449.99, 286.21], ""polygon"": [[348, 199], [349, 199]]}, {""label"": ""the woman"", ""rect_box"": [262.82, 159.76, 312.13, 264.96], ""polygon"": [[282, 165], [273, 208], [277, 214], [277, 257], [300, 258], [291, 204], [295, 197], [294, 188], [287, 180], [289, 167]]}, {""label"": ""the woman"", ""rect_box"": [257.11, 155.7, 319.25, 268.01], ""polygon"": [[282, 165], [273, 207], [277, 214], [277, 257], [296, 259], [301, 256], [297, 250], [296, 222], [291, 203], [295, 198], [294, 188], [287, 180], [289, 167]]}]"
8804.jpg	"[{""label"": ""a beard"", ""rect_box"": [152.66, 139.25, 228.63, 208.51], ""polygon"": [[223, 140], [207, 163], [195, 169], [192, 175], [180, 164], [162, 160], [154, 172], [156, 180], [161, 183], [163, 197], [183, 205], [201, 203], [209, 198], [220, 184], [219, 153]]}, {""label"": ""- a man the man"", ""rect_box"": [-0.07, 76.44, 312.88, 287.84], ""polygon"": [[308, 256], [259, 210], [247, 107], [217, 80], [180, 84], [157, 124], [155, 174], [186, 215], [166, 243], [104, 229], [0, 171], [0, 221], [44, 231], [108, 284], [299, 284]]}, {""label"": ""a woman the woman"", ""rect_box"": [300.27, 72.36, 449.99, 288.48], ""polygon"": [[309, 75], [323, 188], [346, 195], [352, 209], [316, 244], [304, 284], [449, 284], [449, 233], [419, 209], [437, 192], [447, 137], [423, 77]]}, {""label"": ""her hair"", ""rect_box"": [303.26, 72.56, 450.02, 210.15], ""polygon"": [[309, 75], [304, 100], [311, 126], [321, 120], [328, 139], [355, 153], [395, 198], [415, 206], [430, 200], [443, 176], [438, 159], [447, 133], [428, 104], [423, 77]]}, {""label"": ""a a white top"", ""rect_box"": [300.94, 206.79, 450.02, 288.55], ""polygon"": [[392, 229], [393, 229]]}, {""label"": ""a white sleeveless shirt a white top"", ""rect_box"": [300.91, 207.93, 407.91, 288.48], ""polygon"": [[303, 284], [309, 285], [403, 284], [391, 235], [373, 214], [360, 210], [346, 213], [321, 237]]}]"
8924.jpg	"[{""label"": ""- a man"", ""rect_box"": [169.35, 73.14, 367.56, 273.24], ""polygon"": [[180, 76], [172, 140], [224, 165], [237, 260], [285, 259], [302, 205], [342, 249], [361, 250], [320, 194], [316, 151], [288, 136], [296, 111], [285, 81], [254, 93], [248, 138], [193, 131], [202, 80]]}, {""label"": ""his arms"", ""rect_box"": [169.45, 72.79, 232.4, 167.19], ""polygon"": [[181, 75], [187, 90], [173, 125], [172, 140], [196, 161], [223, 163], [230, 148], [226, 136], [192, 130], [202, 80], [198, 75]]}, {""label"": ""a necklace"", ""rect_box"": [228.38, 144.58, 301.52, 206.56], ""polygon"": [[294, 151], [252, 168], [233, 191], [232, 199], [245, 179], [255, 169], [282, 159]]}, {""label"": ""the water"", ""rect_box"": [-0.0, 142.34, 450.0, 286.98], ""polygon"": [[0, 148], [0, 284], [449, 284], [448, 150], [320, 146], [323, 195], [366, 251], [303, 209], [288, 259], [246, 268], [221, 166], [187, 159], [166, 211], [168, 139], [148, 162]]}, {""label"": ""the water"", ""rect_box"": [0.02, 73.38, 450.02, 287.43], ""polygon"": [[0, 75], [0, 284], [449, 284], [449, 75], [202, 76], [194, 128], [248, 136], [255, 88], [290, 83], [365, 248], [302, 208], [251, 268], [221, 165], [186, 158], [170, 196], [176, 76]]}, {""label"": ""bracelet"", ""rect_box"": [181.24, 81.22, 194.34, 99.52], ""polygon"": [[181, 81], [184, 85], [184, 99], [185, 98], [185, 95], [186, 94], [186, 92], [188, 89], [188, 83], [186, 83], [184, 81]]}, {""label"": ""his arms"", ""rect_box"": [301.87, 150.13, 368.18, 256.46], ""polygon"": [[315, 173], [308, 180], [303, 194], [306, 210], [322, 231], [342, 249], [361, 251], [361, 243], [350, 240], [336, 224], [320, 194]]}]"
9043.jpg	"[{""label"": ""- a woman"", ""rect_box"": [121.99, 194.46, 150.04, 265.8], ""polygon"": [[133, 196], [135, 206], [127, 223], [126, 240], [121, 255], [130, 261], [144, 262], [145, 256], [139, 222], [141, 203], [139, 199]]}, {""label"": ""ancient chamber a gothic architectural style"", ""rect_box"": [0.01, 68.74, 449.99, 280.9], ""polygon"": [[0, 75], [0, 248], [108, 254], [135, 194], [144, 240], [280, 248], [285, 281], [331, 282], [337, 142], [391, 105], [449, 264], [449, 75]]}]"
9269.jpg	"[{""label"": ""the content"", ""rect_box"": [0.02, 0.98, 450.01, 359.19], ""polygon"": [[134, 210], [135, 210]]}, {""label"": ""- lists the names"", ""rect_box"": [144.86, 68.48, 338.09, 288.08], ""polygon"": [[320, 280]]}, {""label"": ""names"", ""rect_box"": [145.18, 68.74, 337.59, 287.78], ""polygon"": [[320, 280]]}]"
998.jpg	"[{""label"": ""a valley a vast canyon"", ""rect_box"": [-0.05, 105.7, 449.94, 287.45], ""polygon"": [[50, 257]]}, {""label"": ""- a large group of people"", ""rect_box"": [196.42, 195.96, 318.74, 262.85], ""polygon"": [[308, 202], [290, 207], [263, 200], [229, 219], [204, 227], [200, 241], [207, 248], [230, 256], [264, 253], [276, 258], [311, 218]]}]"
